group,mode,kernel,vf,score,raw_roi_cycles,cycles_per_element,pred_rel,meas_rel,multiplicative_error
validation_informed,tp_only,gemver-l00,2,,650222,4.9608001708984375,,1.0,
validation_informed,tp_only,gemver-l00,4,,363914,2.7764434814453125,,0.5596765412428371,
validation_informed,tp_only,gemver-l00,8,,335283,2.5580062866210938,,0.5156438877798659,
validation_informed,tp_only,gemver-l00,16,,322317,2.4590835571289062,,0.4957030060502413,
validation_informed,lcd_only,bicg-l01,2,,606973,4.630836486816406,,1.0,
validation_informed,lcd_only,bicg-l01,4,,350537,2.6743850708007812,,0.5775166275929902,
validation_informed,lcd_only,bicg-l01,8,,341400,2.60467529296875,,0.56246323971577,
validation_informed,lcd_only,bicg-l01,16,,328917,2.5094375610351562,,0.5418972507838076,
validation_informed,lcd_only,gemver-l00,2,,650222,4.9608001708984375,,1.0,
validation_informed,lcd_only,gemver-l00,4,,363914,2.7764434814453125,,0.5596765412428371,
validation_informed,lcd_only,gemver-l00,8,,335283,2.5580062866210938,,0.5156438877798659,
validation_informed,lcd_only,gemver-l00,16,,322317,2.4590835571289062,,0.4957030060502413,
validation_informed,max_tp_lcd,bicg-l01,2,,606973,4.630836486816406,,1.0,
validation_informed,max_tp_lcd,bicg-l01,4,,350537,2.6743850708007812,,0.5775166275929902,
validation_informed,max_tp_lcd,bicg-l01,8,,341400,2.60467529296875,,0.56246323971577,
validation_informed,max_tp_lcd,bicg-l01,16,,328917,2.5094375610351562,,0.5418972507838076,
validation_informed,max_tp_lcd,gemver-l00,2,,650222,4.9608001708984375,,1.0,
validation_informed,max_tp_lcd,gemver-l00,4,,363914,2.7764434814453125,,0.5596765412428371,
validation_informed,max_tp_lcd,gemver-l00,8,,335283,2.5580062866210938,,0.5156438877798659,
validation_informed,max_tp_lcd,gemver-l00,16,,322317,2.4590835571289062,,0.4957030060502413,
